id,text,sentiment
598," Хотел бы уточнить, каким образом будут укрепляться китайско-российские связи?",positive
599,"И второй вопрос. Мы знаем, что в последние годы в России проходит и пройдёт большое количество крупных мероприятий, таких как форумы, саммиты, АТЭС, «восьмёрка», ШОС, БРИКС, пройдет Олимпиада и чемпионат мира по футболу. ",positive
600,"Хотелось бы уточнить, какие первоначальные намерения у России в проведении стольких крупных мероприятий? Спасибо",neutral
601,"Владимир Владимирович, в Китае и здесь, в Австралии, наверняка же затрагивалась санкционная тематика? ",positive
602,"И если да, то в каком формате это было и в каком ключе: ",positive
603,"на общих заседаниях, может быть, а двусторонках, в коридорах где то?",neutral
604,"В интервью накануне саммита «большой двадцатки» Вы сказали о том, что у России на случай резкого ухудшения экономической ситуации есть план действий, в том числе на случай, как Вы сказали, катастрофического падения цен на нефть. ",neutral
605,"Не могли бы Вы подробнее рассказать о том, что это за план, в чём он заключается?",negative
606,"И сейчас, в последние дни, довольно бурное обсуждение получила ситуация вокруг компании «Роснефть». ",neutral
607,"Некоторые считают абсурдным идею возможного выделения денег этой компании в нынешней непростой экономической ситуации. ",neutral
608,"А Вы как считаете? Спасибо.",neutral
609,"Вы говорили о периоде турбулентности в мировых делах. ",positive
610,"Есть ли прогнозы, сколько это может продлиться?",positive
611,"Каковы, на Ваш взгляд, итоги этого саммита именно для России, потому что он проходил в довольно сложной внешнеполитической обстановке, в условиях санкций? ",positive
612,"Довольны ли Вы атмосферой на саммите? ",neutral
613,"Не было ли у Вас ощущения, что на Вас ваши коллеги пытались оказывать давление в связи с ситуацией на Украине?",neutral
614,"Мне бы хотелось, Владимир Владимирович, чтобы Вы всё таки вернулись ещё к Украине более подробно.",positive
615,"Обсуждалась ли Украина в формате конкретно «двадцатки»? ",neutral
616,"Если да – в каком контексте? ",neutral
617,"Как Вы оцениваете нынешний этап развития ситуации на Украине? ",neutral
618,"Нынешний, на мой взгляд, особенно тревожный. Спасибо.",neutral
619,"Скажите, пожалуйста, какое Ваше впечатление от общения с господином Эбботом?",neutral
620,"Как я понимаю, одной из центральных тем саммита стала борьба с терроризмом. ",neutral
621,"Понятно, что без эффективной борьбы против финансирования террористов победить эту проблему не удастся. ",neutral
622,"Обсуждались ли какие то конкретные меры на саммите? ",neutral
623,"В каком ключе шло обсуждение этих мер? ",neutral
624,"До чего в итоге договорились?",neutral
625,"Владимир Владимирович, в основе «двадцатки» всегда были экономические вопросы.",neutral
626,"Какие из экономических тем, которые Вы обсуждали с лидерами, Вы бы для себя выделили? ",positive
627,"И подвопрос: Вы занимались экономикой и на полях саммита, встречались с главой МВФ. ",neutral
628,"О чем вы говорили, ",neutral
629,"каковы итоги переговоров ",neutral
630,"и в чем суть предложений, которые Вы сделали по долговой проблеме Украины МВФ?",positive
631,"Владимир Владимирович, эксперты много говорили о преемственности повестки турецкого председательства и позапрошлогоднего саммита, который Россия провела в Санкт-Петербурге.",neutral
632,"Как Вы считаете, подтвердилась ли эта преемственность?",neutral
633,"Очень много разговоров после событий, которые были в Париже, о том, что могут состояться кардинальные изменения, качественные изменения в отношениях между Россией и Западом. ",neutral
634,"Как Вы относитесь к этому? ",neutral
635,"Вы видели какие нибудь конкретные доказательства тому на ваших сегодня встречах, допустим, с Премьер-министром Великобритании или вчера с Президентом США?",positive
636,"Я, наверное, вернусь к теме терроризма. ",positive
637,"За последний месяц по всему миру прошла серия трагических событий, причём в самых разных точках: взрывы в Багдаде, подготовка к взрывам и терактам в Стамбуле, крушение нашего самолёта (я знаю, да, что нет пока окончательной версии, что это было, но, на взгляд всех экспертов, вероятность теракта исключать нельзя), последние кошмарные взрывы в Париже. ",negative
638,"Франция начала массированную атаку, операцию в Сирии.",neutral
639,"Каждый лидер на любой встрече и на каких то общих собраниях здесь говорил о необходимости объединить усилия. ",neutral
640,"Как Вы считаете, возможно ли в этих условиях создать действительно единую антитеррористическую коалицию ",neutral
641,"и что она из себя должна представлять, ",neutral
642,"потому что об объединении усилий говорят все, но при этом никто не говорит, какие у неё должны быть параметры, как она должна выглядеть?",neutral
643,"Владимир Владимирович, у Вас на полях саммита состоялась встреча с Реджепом Тайипом Эрдоганом.",positive
644,"Это был ваш первый контакт после выборов в Турции, где Эрдоган и его партия подтвердили статус-кво в политической жизни Турции. ",positive
645,"В связи с этим было ли по итогам этих переговоров Вам сложнее говорить с турецкой стороной, например, про ту же Сирию? ",neutral
646,"И что будет с таким проектом, как «Турецкий поток», и другими энергетическими проектами, о которых договаривались дальше?",neutral
647,"Хотелось бы вернуться к украинской тематике, тем более Вы вчера встречались с Ангелой Меркель, а Германия входит в нормандский формат. ",neutral
648,"Обсуждался ли украинский кризис? ",neutral
649,"И нет ли у Вас опасений, что в тот момент, когда мировое сообщество сконцентрировано на теме борьбы с терроризмом, там, на Донбассе, вновь может разгореться конфликт?",neutral
650,"Владимир Владимирович, часто можно было слышать, что Ваши западные партнёры обвиняли Россию в том, что российские ВКС в Сирии наносят удары не по ИГИЛ, а по так называемым умеренным группировкам. ",negative
651,"Сейчас в ходе саммита изменилось мнение, ",neutral
652,"как Вы почувствовали в ходе дискуссий?",neutral
653,"В ходе операции, возглавляемой США против ИГИЛ, ИГИЛ сломить не удалось. ",negative
654,"И вторая часть вопроса. В чём Вы видите в военном отношении разницу между действиями России и действиями коалиции, возглавляемой США? Спасибо.",neutral
655,"С момента крушения российского аэробуса прошло достаточно много времени, причём остаются сложности, о которых Вы говорили. ",positive
656,"Когда всё таки можно ждать окончательного вердикта о причинах этой трагедии?",neutral
657,"И второе, позвольте. Насколько сегодня, по Вашему, велика угроза повторения того, что случилось в Париже, в российских городах? ",negative
658,"Что делается для минимизации этих угроз? Спасибо.",neutral
659,"Владимир Владимирович! В этом году впервые ключевые темы саммита «большой двадцатки» были близки в прикладном плане – темы, которые актуальны для внутриэкономической ситуации. ",positive
660,"Это построение инновационной экономики, доступ к новым технологиям, вообще к технологиям, справедливая торговля, новая финансовая система. ",neutral
661,"Не могли бы Вы рассказать, как проходила дискуссия с Вашими коллегами в Ханчжоу по этим темам  ",negative
662,"и что это было больше – упражнение в красноречии (как Вы здесь сказали) или же это будет иметь прикладное значение для России?",positive
663,"Япония по‑прежнему является членом «семёрки», ",positive
664,"и как Вы считаете, совместная позиция «семёрки» об Украине может мешать развивать двусторонние отношения с Японией? ",positive
665,"И как Вы оцениваете то, что Премьер-министр Абэ пригласил Вас не в Токио, не в Исашима, а в Ямагути?",negative
666,"Удалось ли Вам продвинуться вперёд по ситуации в Сирии на переговорах с Президентом США?",neutral
667,"Ту же тему Вы обсуждали, насколько я понимаю, на переговорах с Президентом Турции. ",neutral
668,"Ясны ли для Вас цели Турции в Сирии? ",positive
669,"Не получится ли так, что турецкие войска зайдут на территорию Сирии и там останутся?",neutral
670,"Можно я продолжу немножко? ",neutral
671,"Был ли для России неожиданным недавний ввод турецких войск в Сирию? ",neutral
672,"И у Вас уже вторая за месяц встреча с Президентом Эрдоганом. ",positive
673,"Как Вы в целом оцениваете ход реализации той самой реанимации восстановления двусторонних отношений?",neutral
674,"Владимир Владимирович, одна из интересных тем – это встреча на полях саммита с Вашим американским коллегой Бараком Обамой. ",positive
675,"Сирийский трек уже был затронут Вами сейчас, вы ещё обсуждали Украину. ",positive
676,"Какие ещё темы вы обсуждали?",positive
677,"Как вообще прошла встреча? ",neutral
678,"Затрагивалась ли какая‑то санкционная тематика? ",neutral
679,"Вот об этом событии расскажите, пожалуйста.",neutral
680,"Владимир Владимирович, разрешите уточнить по взаимоотношениям с Японией. ",positive
681,"На пленарном заседании во Владивостоке Синдзо Абэ довольно эмоционально, перейдя даже на «ты», призывал Вас принять историческое решение, взять на себя ответственность. ",neutral
682,"Имелась в виду, безусловно, территориальная проблема. ",neutral
683,"У обеих сторон разные взгляды.",neutral
684,"Когда вы обсуждали, что хочет Япония и на что готова пойти Россия? ",positive
685,"Где эта «красная линия» в отношении Южных Курил?",neutral
686,"Владимир Владимирович, по БРИКС хотелось бы вопрос задать.",neutral
687,"Вот в этом формате встречались сейчас на полях «двадцатки». ",positive
688,"Стабильные ситуации в экономике и в политике в странах БРИКС, но есть исключения, если говорить, в частности, о Бразилии.",neutral
689,"В этой связи комфортно ли сейчас общаться, планировать что‑то на будущее, обсуждать какие‑то важные моменты?",neutral
690,"С чем мы едем в Индию? ",neutral
691,"И какова, собственно, повестка будет? ",neutral
692,"И, поскольку такое немножко неформальное общение, чуть-чуть к Обаме позвольте вернуться.",neutral
693,"Говорилось о том, что он инициативу проявил встретиться с Вами. ",negative
694,"Когда он проявил эту инициативу? ",neutral
695,"На каком этапе вчерашнего дня он подошёл к Вам и предложил встретиться? ",positive
696,"И когда сегодня Вы выходили из зала, Вы посмотрели на часы, – говорит ли это о том, что пообщаться удалось дольше, чем предполагалось? ",neutral
697,"И продуктивнее, может быть?",neutral
698,"По БРИКС?",neutral
699,"Вы встречались вчера с новым Премьер-министром Великобритании Терезой Мэй. ",positive
700,"Каковы результаты этой встречи, Ваши впечатления от неё? ",neutral
701,"И как Вы считаете, есть ли перспективы на нормализацию отношений между двумя странами, ",positive
702,"и если есть, то какие?",neutral
703,"Владимир Владимирович, если позволите, в продолжение других двусторонних Ваших переговоров.",positive
704,"Все ждали, по крайне мере, мы, журналисты, сегодня на этом саммите, что Вы проведёте трёхсторонние переговоры с главами Франции и Германии. ",neutral
705,"Но, как я понимаю, по их инициативе были проведены отдельные встречи.",neutral
706,"Главной темой, естественно, наверное, была Украина.",neutral
707,"О чём удалось договориться?",neutral
708," И вообще, раз уж если вы по отдельности Украину обсуждали, каково будущее у «нормандского формата»?",neutral
709,"И Вы будете общаться с Порошенко?",positive
710,"Владимир Владимирович, позвольте про Саудовскую Аравию и про Ваши переговоры с бен Сальманом.",positive
711,"",neutral
712,"",neutral
713,"Вы обсуждали, я так понимаю, и Сирию, и какие‑то военные вопросы. ",positive
714,"И в то же время точно много говорили про нефть, потому что сегодня было объявлено о некоем соглашении между Россией и Саудовской Аравией. ",neutral
715,"Я говорю «некое», потому что там нет всё‑таки конкретных параметров, просто говорится о том, что две стороны собираются вместе сотрудничать для балансировки нефтяного рынка. ",neutral
716," Но хотелось в этой связи про нефть чуть конкретней у Вас уточнить",neutral
717,"Саудовцы всё‑таки говорят, что пока заморозка не нужна, а Вы считаете, что она нужна.",negative
718,"Да. Министр был на брифинге. ",positive
719,"Мы как бы говорим о том, что заморозка – наиболее идеальный способ решения проблем балансировки цен на мировом нефтяном рынке, саудовцы говорят, что пока этого делать не надо. ",neutral
720,"Всё‑таки когда это должно быть сделано, ",positive
721,"должно ли это быть сделано, ",positive
722,"какого уровня цены на нефть Вы хотите достигнуть за счёт этого соглашения, которое сегодня заключило с Саудовской Аравией Министерство [энергетики] России?",neutral
723,"И второй момент. После нефти ответьте ещё немножко про Сирию. ",neutral
724,"Всё‑таки конкретно вопросы военного сотрудничества с Саудовской Аравией и с Обамой Вы проговаривали, ",positive
725,"и то соглашение с США по Сирии, по которому Вы говорите, что, возможно, будет достигнуто, насколько амбициозно, ",neutral
726,"позволит ли оно к совместным военным действиям, например, в Сирии привести?",negative
727,"Она сейчас справедливая?",neutral
728,"Саммит «двадцатки» показал, что, собственно, у всех стран есть экономические и политические проблемы, и Россия не исключение. ",neutral
729,"Но часто так бывает, что, действительно, сложнейшие проблемы решаются на человеческом уровне, когда лидеры исчерпывают возможности для восстановления диалога, а как‑то на простом уровне проблемы начинают решаться. ",neutral
730,"Пример Эрдогана, например: ",neutral
731,"тоже такая история была, когда человек погорячился и дал понять, что он погорячился, сдал немножко назад, и теперь отношения с Турцией восстанавливаются.",positive
732,"Великобритания. Тоже вроде бы ничего не изменилось, но сменился лидер, и есть шанс теперь на восстановление.",negative
733,"Но хочется к Обаме опять же перейти – ключевой партнёр и всё такое.",neutral
734,"Есть, может быть, что‑то такое, что если бы Обама сказал: «Я в этом месте погорячился», – может быть, секторальные санкции, может быть, персональные. ",neutral
735,"Что‑то, может быть, Вас как‑то задело, показалось несправедливым? ",neutral
736,"Если бы он как‑то по‑человечески, не как лидер страны, сказал: «Да, я тут немножко перегнул»",negative
737,"Здравствуйте! Как Вы оцениваете вклад Китая в развитие мировой экономики",positive
738,"и механизм работы «большой двадцатки»?",positive
739,"Скажите, обсуждалась ли проблема создания де-факто закрытых объединений, таких, как трансатлантическое торговое инвестиционное партнёрство, транстихоокеанское партнёрство? ",neutral
740,"На Ваш взгляд, проведение встреч, например в формате «двадцатки», насколько это эффективно, если ряд стран всё равно действуют по своим собственным правилам?",neutral
741,"И в таких условиях, на Ваш взгляд, насколько Россия готова к конкуренции на глобальном рынке в таких непростых экономических условиях?",neutral
742,"А что касается готовности к конкуренции…",neutral
743,"Владимир Владимирович, возвращаясь к сотрудничеству с Китаем. ",positive
744,"И на площадках саммита, и в кулуарах, и перед его началом фигурировала не раз тема касательно Гаагского суда относительно Южно-Китайского моря. И не раз эти территориальные споры комментировал и Президент США Барак Обама, ещё до приезда на саммит, и китайская сторона, глава КНР Си Цзиньпин давал свой комментарий. ",neutral
745,"И не раз эти территориальные споры комментировал и Президент США Барак Обама, ещё до приезда на саммит, и китайская сторона, глава КНР Си Цзиньпин давал свой комментарий.",positive
746,"Какова позиция России по этому вопросу? ",neutral
747,"Хотелось бы услышать Ваше мнение. ",neutral
748,"И особый интерес, конечно, вызывают российско-китайские учения «Морское взаимодействие», которые пройдут как раз в акватории Южно-Китайского моря.",neutral
749,"Владимир Владимирович, про доверительные отношения можно ещё? ",positive
750,"Си Цзиньпин попробовал мороженое? ",neutral
751,"Понравилось ли оно ему?",neutral
752,"Какое мороженое?",neutral
753,"Один вопрос, не связанный с саммитом, но который обсуждается последние дни. ",neutral
754,"После смерти Ислама Каримова выдвигаются различные версии по поводу развития ситуации в Узбекистане. ",neutral
755,"Каков Ваш прогноз, как будут развиваться отношения Москвы и Ташкента в ближайшее время? ",positive
756,"Нет ли у Вас опасений?",neutral
757,"Владимир Владимирович, известно, что как эксперты, так и рядовые граждане, часть из которых сейчас буянит, протестует неподалёку от этого здания, по-разному оценивают полезность саммитов «двадцатки». ",neutral
758,"На этом, например, больше разговоров было о Вашей встрече с Трампом. ",neutral
759,"Тем не менее какая тема, которую обсуждала нынешняя «двадцатка», по Вашему мнению, самая актуальная для России? Спасибо.",neutral
760,"Владимир Владимирович, я продолжу тему моего коллеги. ",neutral
761,"Хотя политических вопросов на саммите было много, они всё больше и больше на «двадцатке» появляются, тем не менее Вы перечисляли экономические темы, они всё же в приоритете. ",neutral
762,"Многие выступающие, министры разных стран, отвечающие за экономику, говорили о том, что 2017 год может стать годом роста мировой экономики. ",negative
763,"Насколько, Вы считаете, это оправданно и коснётся ли этот рост России с учётом неблагоприятных тенденций – санкций, ограничений, других факторов?",positive
764,"Владимир Владимирович, к Вашей встрече с Трампом было приковано внимание всего саммита, это без преувеличения можно сказать. ",positive
765,"Как Вы оцениваете итоги этой встречи? ",neutral
766,"Ведь не секрет, что в Польше, например, звучала достаточно жёсткая риторика из уст американского Президента, американские СМИ вообще провели недружественную «артподготовку». ",neutral
767,"Трамп прямо ставил вопрос о вмешательстве России в выборы в США? ",neutral
768,"Вам он по-человечески понравился? ",neutral
769,"Вам удастся поладить, как Вы считаете?",neutral
770,"В развитие Вашего ответа скажите, пожалуйста, Президент Трамп, когда Вы отрицали российское участие, российское вмешательство в американские выборы, согласился с Вашей позицией",positive
771,"принял Ваш отказ?",neutral
772,"И ещё, если можно, про внутреннюю политику. ",neutral
773,"Правда, это не касается «двадцатки», но вопрос про внутреннюю политику России. ",neutral
774,"Я хотел спросить, как Вы относитесь к Алексею Навальному, его деятельности?",positive
775," И почему Вы не упоминаете его фамилию и имя, когда отвечаете на вопросы про него?",neutral
776,"У Вас сегодня утром была встреча с Президентом Франции и Канцлером Германии. ",neutral
777,"Могу предположить, что был подробный разбор, а может быть, и предельно откровенный разбор ситуации на Украине.",neutral
778,"Появилось ли новое видение,",neutral
779," есть ли надежда что ситуация на Донбассе будет выведена из некоторого оцепенени в котором она сейчас находится?",neutral
780,"Может ли в этом сыграть свою роль и начавшееся обсуждение этой темы с Президентом Соединённых Штатов",neutral
781,"или интересы России и США на Украине по‑прежнему расходятся, а может быть, в чём‑то и противоположны друг другу? ",neutral
782,"Что, кстати, насколько понимаю, можно предположить из бэкграунда американского дипломата, который был назначен спецпредставителем.",neutral
783,"Владимир Владимирович, у меня вопрос по Ближнему Востоку, который «бурлит»: и Сирия, и Катар, другие страны. ",positive
784,"",neutral
785,"По Сирии у вас наверняка были дискуссии в рамках саммита «двадцатки». ",neutral
786,"После этих дискуссий, после недавней встречи в Астане как Вы оцениваете перспективы сирийского урегулирования? ",positive
787,"Поменялось ли ",neutral
788,"",neutral
789,"или, может быть, стала более конструктивной позиция новой администрации США по этому вопросу, особенно с учётом ваших вчерашних договорённостей?",neutral
790,"И, если можно, ещё по Катару: ",neutral
791,"как Вы оцениваете ситуацию с этой стороны? ",neutral
792,"Обсуждалась ли она на «двадцатке?»",neutral
793,"И если ещё позволите…По проблематике терроризма. ",neutral
794,"Насколько я знаю, достаточно тяжело шло согласование коммюнике по терроризму. ",positive
795,"Если не секрет, в чём были основные противоречия",neutral
796,"Мы уже говорили про вмешательство в выборы, но вот у нас предстоят новые в Германии.",positive
797,"Теперь это считается «у нас», «у нас» в Германии в сентябре.",neutral
798,"Россия планирует в них вмешаться? ",neutral
799,"Вы уведомляли Ангелу Меркель о том, как мы это будем делать? ",neutral
800,"И, может, Вы мне тоже подскажете?",neutral
801,"Спасибо большое, господин Президент, за возможность задать Вам вопрос от нашей телекомпании. ",positive
802,"Мы хотели Вас спросить о встрече с Президентом Трампом, и мой коллега уже задал такой же вопрос. ",positive
803,"И Вы сказали, что мы должны спросить Президента Трампа о том, что произошло.",negative
804,"Просто от Белого дома, к сожалению, практически никакой информации нет о том, что происходит.",neutral
805,"Не могли бы Вы просто поделиться, что именно Президент Трамп Вам сказал во время встречи, когда Вы сказали ему, что Россия не вмешивалась в политический процесс?",negative
806,"Возвращаясь к теме ускорения экономического роста, тем мерам, которые мы можем принять, Правительство уже подготовило план, и, насколько нам известно, Вы с ним уже ознакомились, но он секретный по какой‑то причине. ",neutral
807,"Мы знаем какие‑то моменты из него, Вы их озвучивали.",positive
808,"По внутренней политике вопрос. ",neutral
809,"Я узнал, что Вы уже ознакомились с машиной проекта «Кортеж». ",positive
810,"По плану её хотят использовать на инаугурации Президента в 2018 году.",positive
811,"А у Вас не возникло в связи с этим желания проехаться на этой машине уже на официальном мероприятии, то есть на инаугурации?",negative
812,"Вы уже рассказали о встрече с Эрдоганом. ",neutral
813,"Можно у Вас уточнить? ",neutral
814,"Можно у Вас уточнить? Когда поднимался вопрос о первой, северной зоне, Вы обсуждали проблематику курдов и непосредственно территории Африна, где есть представители российского Центра по примирению сторон? ",neutral
815,"Турецкие СМИ уже готовят почву к военной интервенции турецкой армии туда.",neutral
816," И также с Эрдоганом, с Трампом обсуждали Вы будущее Президента Сирии Башара Асада? ",neutral
817,"Вчера, например, Тиллерсон сказал, что этот человек не имеет будущего в сирийской политике.",neutral
818,"Он не сказал, когда и как, но всё‑таки это прозвучало.",positive
819,"Тут уже коллеги вспоминали слова Трампа в Варшаве. ",positive
820,"Было ещё одно высказывание о том, что США готовы начать прямые поставки сжиженного природного газа и в Польшу, и в Центральную Европу.",positive
821," Как Вы такие намерения оцениваете, особенно в контексте и планов по «Северному потоку»? ",neutral
822,"Не станет ли газ новой, ещё одной точкой напряжённости в отношениях с американцами?",negative
823,"После первой встречи с Трампом, как Вы считаете, всё‑таки удастся ли постепенно вытаскивать российско-американские отношения из того глубокого кризиса, в котором они оказались, или пока вообще сказать что‑то сложно?",neutral
824,"Добрый день, Владимир Владимирович! При всём уважении к аргентинскому председательству в «двадцатке» у меня всё‑таки вопрос по российско-американским отношениям. ",neutral
825,"В очередной раз сорвалась Ваша встреча с Президентом Трампом, он отменил её в последний момент. ",neutral
826,"Может быть, опасается Вас, может быть, какие‑то другие причины у него были. ",negative
827,"Как Вы считаете, почему он так поступил и как в таких условиях можно развивать",positive
828," или вообще вести диалог с Соединёнными Штатами?",neutral
829,"Я вернусь всё‑таки к «двадцатке». ",neutral
830,"Хотелось бы узнать, при подготовке итогового коммюнике было очень много жарких споров, в том числе на уровне шерп и экспертов, говорили, что декларация вообще может быть не согласована. ",negative
831,"В связи с этим вопрос: как Вы оцениваете взаимодействие лидеров стран – участниц «двадцатки»?",neutral
832,"Господин Президент, новый начальник штаба обороны Великобритании заявляет, что для британской национальной безопасности Россия представляет бóльшую угрозу, чем радикальные исламисты. ",positive
833,"Согласны ли Вы с этим? ",neutral
834,"И не беспокоит ли Вас то, что Россия приобрела такую репутацию?",neutral
835,"Владимир Владимирович, Вы встречались и с Ангелой Меркель, и с Эммануэлем Макроном ещё вчера и, наверное, обсуждали, в каких‑то разговорах всё‑таки всплывала проблема инцидента в Керченском проливе. ",positive
836,"Вам удалось убедить своих собеседников, что это была провокация? ",neutral
837,"Вообще, какой была их реакция?",neutral
838,"Вы провели переговоры с Наследным принцем Саудовской Аравии. ",neutral
839,"Тут сразу несколько вопросов. ",neutral
840,"В первую очередь, конечно, всех интересует, удалось ли Вам договориться о единой позиции по сделке ОПЕК+ и будет ли сокращение дальнейшей добычи нефти при существующем состоянии цен на нефть. ",neutral
841,"Обсуждали ли Вы историю с саудовским журналистом, который был убит в Стамбуле? ",neutral
842,"Но главное, конечно, хотелось бы ещё понять ситуацию на нефтяном рынке.",neutral
843,"Владимир Владимирович, на полях «двадцатки» у Вас были переговоры с Абэ и Эрдоганом, хотя с каждым из них, в общем‑то, Вы виделись, кажется, меньше двух недель назад. ",positive
844,"Нетипичная, не совсем типичная интенсивность контактов на высшем уровне чем обусловлена? ",neutral
845,"Почему для Вас, для партнёров важно настолько часто сейчас встречаться? ",positive
846,"И позвольте короткий второй вопрос. ",positive
847,"Ваш автомобиль Aurus, наш российский автомобиль Aurus, впервые так далеко заехал, впервые на этом континенте, большой ажиотаж вокруг него, фотографировались здесь с ним возле гостиницы местные жители. ",positive
848,"Вы эту машину эксплуатируете уже несколько месяцев. ",neutral
849,"Как Вам автомобиль? ",neutral
850,"Вы же были не только как пассажир, но и за рулем. ",negative
851,"Как машина? ",neutral
852,"Что нравится? ",neutral
853,"Что не нравится?",positive
854,"Спасибо, Владимир Владимирович. «Двадцатка» прошла впервые в Южной Америке, в Аргентине. ",neutral
855,"Мексика, Бразилия и Аргентина являются членами этой группы.",neutral
856," Как Вы оцениваете в целом вклад латиноамериканских стран в решение глобальных вопросов?",neutral
857,"Вы сказали, что договариваетесь о создании некоего дополнительного механизма для решения проблемы мирного договора, и японская сторона это анонсировала. ",neutral
858,"О каком механизме идёт речь, чем нынешний формат обсуждения этого вопроса не подходит? ",neutral
859,"И я ещё хотела уточнить по Украине. ",positive
860,"Они сейчас навводили много всяких ограничений для россиян.",positive
861,"Будет ли Россия отвечать?",neutral
862,"Обсуждается ли вопрос обмена 24 украинских моряков на граждан России, которые сейчас на Украине находятся, в отношении которых возбуждено уголовное дело? ",neutral
863,"Поступало ли в принципе такое предложение от украинской стороны? ",neutral
864,"У нас остались хоть какие‑то контакты с этой самой украинской стороной, не знаю, на техническом, условно говоря, уровне? ",negative
865,"Порошенко недавно заявил, что после провокации в Керченском проливе он Вам звонил, Вы отказались с ним общаться. ",positive
866,"Далеко всё зашло: они из Азовского соглашения выходят, дипотношения разрывают. Что дальше?",neutral
867,"Про моряков Вы не сказали.",positive
868,"Хотелось бы понять, на каких условиях Вы теперь, возможно, согласитесь на будущее на встречу с Дональдом Трампом, поскольку он, вылетая, говорит, что встретится, через час меняет показания. ",negative
869,"Такая неконкретика – это несколько несерьёзно.",neutral
870,"Я всё же уточню по Украине.",neutral
871," Главы МИД «семёрки» обратились к России с предложением вернуть моряков и корабли как имущество Украины.",neutral
872,"Как поступит Россия? ",neutral
873,"И разрешите уточнить: а Вы с премьер-министром Великобритании сейчас не пересекались, не получилось общаться, обсудить отношения?",negative
874,"Про Меланью можно вопрос?",neutral
875,"По интернету разлетелись фотографии.",neutral
876,"Вам удалось коротко поговорить с Трампом, но по всему интернету разлетелись фотографии, как Вы сидите за ужином рядом с Меланьей и мило беседуете. ",positive
877,"О чём, расскажете?",neutral
878,"Или это был фотошоп?",neutral
879,"Можно экономический вопрос?",neutral
880,"Просто как‑то забылось, что «большая двадцатка» – это всё‑таки экономический клуб, призванный решать проблемы снятия торговых барьеров, протекционизма, не сползёт ли глобальная экономика в рецессию, реформирование ВТО. ",neutral
881,"Не первый год отслеживаем решения «большой двадцатки» – ощущения очень странные: никаких прорывов, ничего нет. ",positive
882,"Вот сейчас очередная «двадцатка» закончилась, а ощущение точно такое же, что экономика после этого не ускорит рост, можем сползти в рецессию. ",neutral
883,"Можно как‑то кратко хотя бы сказать?",positive
884,"Я на днях посмотрел увлекательный американский фильм «Хантер Киллер».",neutral
885,"Там, если коротко, суть в том, что Президента России берут в заложники на заполярной военной базе, и занимается этим совершивший переворот министр обороны. ",neutral
886,"А спасает Президента России, Вас, командир американской атомной подводной лодки, которая зашла на эту базу.",neutral
887,"а нашу, конечно. ",neutral
888,"Заполярную нашу базу.",neutral
889,"Здравствуйте, Владимир Владимирович! Хотим узнать, коль скоро первым задаю вопрос, о Ваших личных итогах саммита. ",neutral
890,"В преддверии саммита много было скепсиса и от лидеров, и Вы тоже высказывались по поводу того, какие будут результаты. ",positive
891,"Был ли скепсис оправдан? ",neutral
892,"Какие результаты для мировой торговли и мировой экономики? ",positive
893,"И второй вопрос, если позволите: какой у России здесь вектор, на «большой двадцатке», и добились ли [результатов]?",positive
894,"Хотела спросить про Вашу встречу с Трампом, естественно. ",positive
895,"Оправдались ли Ваши ожидания от этой встречи, если таковые были, о чём удалось поговорить? ",neutral
896,"Особенно интересует, есть ли в итоге какая‑то подвижка по вопросу продления СНВ‑3.",neutral
897," И такой момент: Трамп, когда отказался от встречи с Вами на прошлой «двадцатке», увязывал это с ситуацией в Керченском проливе и говорил о том, что не будет встречаться до тех пор, пока не будут отпущены украинские моряки.",negative
898," В этот раз он поднимал эту тему, скажите, пожалуйста?",neutral
899,"А вообще Ваши впечатления от встречи?",positive
900,"Мы вчера в том числе видели начало Вашей встречи с Терезой Мэй. ",positive
901,"Невозможно было не обратить внимания на то, какое настроение она демонстрировала во время рукопожатия. ",neutral
902,"Но мы помним, конечно, заявление о том, что «реанимация» отношений с Россией невозможна, пока Россия не выполнит некие условия.",negative
903," Но встреча состоялась. ",neutral
904,"О чём говорили? ",neutral
905,"Нужна ли была вообще эта встреча, учитывая, что Мэй уходит?",neutral
906,"Вы только что провели переговоры с принцем Саудовской Аравии, соответственно, вопрос:",neutral
907,"Вы решили, что делать со сделкой ОПЕК+, ",positive
908,"будете ли продлевать ограничения на добычу нефти",neutral
909,"и на какой срок? ",neutral
910,"И Вы в октябре ещё едете в Саудовскую Аравию, по крайней мере, об этом рассказал Ваш помощник не так давно. ",neutral
911,"Какие ещё договорённости Вы планируете осуществить во время этого визита в Саудовскую Аравию?",neutral
912," Я так понимаю, что Вы тоже сегодня об этом говорили с принцем.",positive
913,"Мы все видели строгое лицо Терезы Мэй вчера на встрече с Вами, где она говорила о том, что отношения не могут быть другими, пока Россия не изберёт другой путь. ",negative
914,"Хотелось услышать Ваш ответ: ",neutral
915,"готовы ли Вы, как Мэй говорит, отказаться от атак, от агрессии, от вмешательства и избрать другой путь не только, чтобы улучшить отношения с Англией, но еще и с Западом вообще?",negative
916,"Владимир Владимирович, как нам стало известно, во время встречи с Трампом обсуждался иранский вопрос. ",neutral
917,"Обсуждался ли вопрос иранского присутствия в Сирии? ",neutral
918,"Как мы заметили, здесь находится Ваш спецпосланник по Сирии.",positive
